,date_index,total,male,female,others,covishield,covaxin,today,tot_dose_1,tot_dose_2,total_doses,vac_18_25,vac_25_40,vac_40_60,above_60,aefi,today_dose_one,today_dose_two,today_male,today_female,today_others,today_aefi,sputnik,yesterday_vac,yesterday_dose_one,yesterday_dose_two,zycov,tot_pd,today_dose_pd,yesterday_dose_pd,corbevax,covovax,dates_vaccine
26,26,63743700,33577406,30159173,7121,66492525,6619593,2144971,63743700.0,9368419.0,73112119.0,0.0,0.0,0.0,0.0,16891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-03
27,27,66838504,35165269,31665721,7514,69524997,6880699,1288914,66838504.0,9567193.0,76405697.0,0.0,0.0,0.0,0.0,17036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-04
28,28,69620234,36559511,33052869,7854,72277231,7162657,2539778,69620234.0,9819655.0,79439889.0,0.0,0.0,0.0,0.0,17130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-05
29,29,72035640,37772299,34255180,8161,74645902,7419434,726792,72035640.0,10029697.0,82065337.0,0.0,0.0,0.0,0.0,17216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-06
30,30,76671812,40110598,36552499,8715,79268093,7832533,2249161,76671812.0,10428815.0,87100627.0,0.0,0.0,0.0,0.0,17424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-07
31,31,80998099,42273620,38715200,9279,83713942,8167587,3586595,80998099.0,10883431.0,91881530.0,0.0,0.0,0.0,0.0,17628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-08
32,32,84296847,43929844,40357259,9744,87157426,8425992,3345741,84296847.0,11286572.0,95583419.0,0.0,0.0,0.0,0.0,17815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-09
33,33,87411872,45508111,41893575,10186,90391202,8678151,3216276,87411872.0,11657482.0,99069354.0,0.0,0.0,0.0,0.0,17965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-10
34,34,90111528,46895781,43205152,10595,93134548,8865852,2401294,90111528.0,11888873.0,102000401.0,0.0,0.0,0.0,0.0,18061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-11
35,35,93559587,48669828,44878560,11199,96852980,9117558,3721638,93559587.0,12410952.0,105970539.0,0.0,0.0,0.0,0.0,18211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-12
36,36,95823614,49885738,45926378,11498,99319107,9279181,2510796,95823614.0,12774675.0,108598289.0,0.0,0.0,0.0,0.0,18349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-13
37,37,98703696,51361929,47329847,11920,102280984,9632303,3041836,98703696.0,13209592.0,111913288.0,0.0,0.0,0.0,0.0,18419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-14
38,38,100853671,52488916,48352489,12266,104747822,9850203,2414642,100853671.0,13744355.0,114598026.0,0.0,0.0,0.0,0.0,18511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-15
39,39,102927296,53575244,49339504,12548,107126700,10178643,2421468,102927296.0,14378048.0,117305344.0,0.0,0.0,0.0,0.0,18664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-16
40,40,104950409,54647827,50289664,12918,109415944,10555424,2383490,104950409.0,15020960.0,119971369.0,0.0,0.0,0.0,0.0,18764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-17
41,41,105896430,55151208,50732172,13050,110495487,10711610,1036762,105896430.0,15310668.0,121207098.0,0.0,0.0,0.0,0.0,18788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-18
42,42,108178574,56358692,51806475,13407,113350410,11106751,2935133,108178574.0,16278588.0,124457162.0,0.0,0.0,0.0,0.0,18896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-19
43,43,110165234,57420010,52731510,13714,115913179,11515707,2596664,110165234.0,17263653.0,127428887.0,0.0,0.0,0.0,0.0,18976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-20
44,44,111673361,58217380,53441979,14002,117846188,11799916,1957676,111673361.0,17972744.0,129646105.0,0.0,0.0,0.0,0.0,19057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-21
45,45,113584269,59214377,54355513,14379,120577839,12176768,2791667,113584269.0,19170339.0,132754608.0,0.0,0.0,0.0,0.0,19130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-22
46,46,115461202,60208977,55237448,14777,123151196,12507127,2573207,115461202.0,20197122.0,135658324.0,0.0,0.0,0.0,0.0,19246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-23
47,47,117105343,61078797,56011474,15072,125410802,12775153,2291227,117105343.0,21080613.0,138185956.0,0.0,0.0,0.0,0.0,19338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-24
48,48,117795008,61442119,56337692,15197,126318327,12866845,856974,117795008.0,21390165.0,139185173.0,0.0,0.0,0.0,0.0,19364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-25
49,49,119886252,62534884,57335805,15563,129397924,13127022,3068692,119886252.0,22638695.0,142524947.0,0.0,0.0,0.0,0.0,19459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-26
50,50,121263287,63266613,57980903,15771,131516688,13362545,2236976,121263287.0,23615946.0,144879233.0,0.0,0.0,0.0,0.0,19521.0,1309874.0,927102.0,1203724.0,1032938.0,314.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-27
51,51,122538179,63938524,58583701,15954,133417155,13636237,1917020,122538179.0,24515213.0,147053392.0,0.0,0.0,0.0,0.0,19657.0,1059965.0,857055.0,1028945.0,887828.0,247.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-28
52,52,123811908,64611787,59183960,16161,135342722,13926050,1931790,123811908.0,25456864.0,149268772.0,0.0,0.0,0.0,0.0,19753.0,1040171.0,891619.0,1037250.0,894284.0,256.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-29
53,53,125376952,65445771,59914751,16430,137819464,14178643,2401882,125376952.0,26621155.0,151998107.0,0.0,0.0,0.0,0.0,19828.0,1289850.0,1112032.0,1292885.0,1108658.0,339.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-30
54,54,126328970,65972485,60339903,16582,139256407,14369918,1361612,126328970.0,27297355.0,153626325.0,0.0,0.0,0.0,0.0,19850.0,740534.0,621078.0,756318.0,605129.0,165.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-01
55,55,126704151,66183753,60503747,16651,139794494,14417017,477134,126704151.0,27507360.0,154211511.0,0.0,0.0,0.0,0.0,19868.0,294749.0,182385.0,268331.0,208735.0,68.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-02
56,56,127696675,66737774,60942039,16862,141427876,14654260,1691250,127696675.0,28385461.0,156082136.0,0.0,0.0,0.0,0.0,19921.0,832386.0,858864.0,942246.0,748730.0,274.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-03
57,57,128627919,67265833,61344881,17205,142858095,14892657,1468016,128627919.0,29122833.0,157750752.0,0.0,0.0,0.0,0.0,19982.0,775627.0,692389.0,823894.0,643905.0,216.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-04
58,58,129730641,67881167,61832097,17377,144803890,15127348,1940274,129730641.0,30200597.0,159931238.0,0.0,0.0,0.0,0.0,20041.0,898252.0,1042022.0,1075640.0,864374.0,260.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-05
59,59,131058890,68616643,62424602,17645,147178689,15424914,2350858,131058890.0,31544713.0,162603603.0,0.0,0.0,0.0,0.0,20079.0,1052997.0,1297861.0,1293965.0,1056557.0,335.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-06
60,60,132294827,69304346,62972623,17858,149428089,15761911,2276827,132294827.0,32895173.0,165190000.0,0.0,0.0,0.0,0.0,20136.0,980765.0,1296062.0,1250185.0,1026304.0,337.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-07
61,61,133366482,69899266,63449164,18052,151298735,16195122,2007902,133366482.0,34127375.0,167493857.0,0.0,0.0,0.0,0.0,20212.0,832900.0,1175002.0,1098505.0,909117.0,280.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-08
62,62,133854676,70186220,63650307,18149,151983853,16321015,686913,133854676.0,34450192.0,168304868.0,0.0,0.0,0.0,0.0,20234.0,404284.0,282629.0,393581.0,293225.0,107.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-09
63,63,135192013,70948079,64225501,18433,154371836,16727082,2487415,135192013.0,35906905.0,171098918.0,0.0,0.0,0.0,0.0,20288.0,1071100.0,1416315.0,1385469.0,1101550.0,395.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-10
64,64,136557345,71722365,64816275,18705,156780790,17081853,2427446,136557345.0,37305298.0,173862643.0,0.0,0.0,0.0,0.0,20315.0,1086249.0,1341197.0,1348965.0,1078136.0,345.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-11
65,65,137805245,72431855,65354414,18976,158585766,17459811,1881233,137805245.0,38240332.0,176045577.0,0.0,0.0,0.0,0.0,20352.0,994482.0,886751.0,1050649.0,830263.0,321.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-12
66,66,139087590,73161834,65906538,19218,160521617,17840229,2015945,139087590.0,39274256.0,178361846.0,0.0,0.0,0.0,0.0,20415.0,1031388.0,984557.0,1123963.0,891667.0,312.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-13
67,67,139861462,73607113,66234957,19392,161558739,18087664,1105614,139861462.0,39784951.0,179646413.0,0.0,0.0,0.0,0.0,20432.0,632844.0,472770.0,622937.0,482473.0,204.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-14
68,68,141132112,74324379,66787921,19812,163009216,18535310,1739312,141132112.0,40412424.0,181544536.0,0.0,0.0,0.0,0.0,20459.0,1136003.0,603309.0,967892.0,771060.0,360.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-15
69,69,141764335,74693401,67050966,19968,163555521,18695475,682304,141764335.0,40486671.0,182251006.0,0.0,0.0,0.0,0.0,20473.0,611258.0,71046.0,395367.0,286777.0,160.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-16
70,70,143090218,75461311,67608590,20317,164739599,19077536,1502665,143090218.0,40726986.0,183817204.0,0.0,0.0,0.0,0.0,20512.0,1265721.0,236944.0,862367.0,639934.0,364.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-17
71,71,144270200,76142110,68107465,20625,165784285,19407170,1305837,144270200.0,40921402.0,185191602.0,0.0,0.0,0.0,0.0,20586.0,1119256.0,186581.0,747532.0,557988.0,317.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-18
72,72,145333606,76761977,68550747,20882,166740487,19669911,1158079,145333606.0,41076994.0,186410600.0,0.0,0.0,0.0,0.0,20659.0,1006873.0,151206.0,670426.0,487387.0,265.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-19
73,73,146624652,77512357,69091006,21289,167900451,19986188,1418069,146624652.0,41262233.0,187886885.0,0.0,0.0,0.0,0.0,20755.0,1237340.0,180729.0,818362.0,599345.0,348.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-20
74,74,147893976,78248902,69623495,21579,169042095,20301735,1387168,147893976.0,41450129.0,189344105.0,0.0,0.0,0.0,0.0,20821.0,1205635.0,181533.0,798650.0,588217.0,300.0,46.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-21
75,75,149302864,79056922,70224054,21888,170345955,20590582,1523798,149302864.0,41633995.0,190936859.0,0.0,0.0,0.0,0.0,20858.0,1346996.0,176802.0,868995.0,654485.0,318.0,38.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-22
76,76,150180408,79574984,70583303,22121,171196318,20680782,893707,150180408.0,41697052.0,191877460.0,0.0,0.0,0.0,0.0,20870.0,837347.0,56360.0,525862.0,367614.0,231.0,10.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-23
77,77,152439044,80889623,71526736,22685,173380665,20932868,2375435,152439044.0,41874876.0,194313920.0,0.0,0.0,0.0,0.0,20918.0,2201060.0,174375.0,1376880.0,997984.0,571.0,39.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-24
78,78,154384464,82032580,72328742,23142,175240154,21222896,2057581,154384464.0,42079031.0,196463495.0,0.0,0.0,0.0,0.0,20981.0,1859099.0,198482.0,1204198.0,852908.0,474.0,23.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-25
79,79,156189641,83084097,73082037,23507,176983511,21440904,1861804,156189641.0,42235974.0,198425615.0,0.0,0.0,0.0,0.0,21016.0,1710854.0,150950.0,1077797.0,783636.0,370.0,16.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-26
80,80,159006359,84683042,74299145,24172,179703057,21732409,2891222,159006359.0,42431761.0,201438120.0,0.0,0.0,0.0,0.0,21057.0,2701614.0,189608.0,1633217.0,1257330.0,675.0,29.0,2654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-27
81,81,161951713,86374510,75552353,24850,182470401,22143306,3033896,161951713.0,42665859.0,204617572.0,0.0,0.0,0.0,0.0,21092.0,2808369.0,225527.0,1734160.0,1299045.0,691.0,34.0,3865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-28
82,82,164804095,88027641,76750999,25455,185041368,22748715,3022328,164804095.0,42992369.0,207796464.0,0.0,0.0,0.0,0.0,21143.0,2704915.0,317413.0,1736345.0,1285344.0,638.0,25.0,6381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-29
83,83,165823004,88619604,77177776,25624,185950671,22948962,1010770,165823004.0,43084719.0,208907723.0,0.0,0.0,0.0,0.0,21166.0,926500.0,84270.0,582991.0,427614.0,164.0,10.0,8090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-30
84,84,168393525,90095606,78271582,26337,188324712,23442881,2759353,168393525.0,43384966.0,211778491.0,0.0,0.0,0.0,0.0,21260.0,2464625.0,294728.0,1575071.0,1183551.0,731.0,23.0,10898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-31
85,85,170640412,91381749,79231870,26793,190396381,23905095,2388288,170640412.0,43674110.0,214314522.0,0.0,0.0,0.0,0.0,21302.0,2109376.0,278912.0,1358454.0,1029350.0,484.0,29.0,13046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-01
86,86,172945950,92705952,80212651,27347,192467399,24376613,2411810,172945950.0,43912247.0,216858197.0,0.0,0.0,0.0,0.0,21412.0,2182717.0,229093.0,1378714.0,1032531.0,564.0,26.0,14185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-02
87,87,175677634,94288015,81361633,27986,194803940,25012565,2857020,175677634.0,44153937.0,219831571.0,0.0,0.0,0.0,0.0,21470.0,2623148.0,233872.0,1648161.0,1208209.0,649.0,38.0,15066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-03
88,88,179205337,96289872,82885972,29493,198045267,25581498,3633552,179205337.0,44436944.0,223642281.0,0.0,0.0,0.0,0.0,21518.0,3360437.0,273115.0,2056805.0,1575858.0,883.0,33.0,15516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-04
89,89,182451348,98143570,84277549,30229,200932620,26213604,3340488,182451348.0,44711155.0,227162503.0,0.0,0.0,0.0,0.0,21637.0,3076093.0,264395.0,1901998.0,1437765.0,723.0,40.0,16279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-05
90,90,183824958,98907905,84886553,30500,202156935,26450908,1355741,183824958.0,44799620.0,228624578.0,0.0,0.0,0.0,0.0,21706.0,1276572.0,79169.0,751769.0,603709.0,263.0,14.0,16735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-06
91,91,186933771,100656406,86246094,31271,205014564,27031124,3320320,186933771.0,45129717.0,232063488.0,0.0,0.0,0.0,0.0,21820.0,2996046.0,324274.0,1866016.0,1453496.0,806.0,62.0,17800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-07
92,92,189503126,102100803,87370490,31833,207362449,27571289,2732777,189503126.0,45449492.0,234952618.0,0.0,0.0,0.0,0.0,21899.0,2425114.0,307663.0,1534707.0,1197489.0,579.0,32.0,18880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-08
93,93,192669299,103888483,88748112,32704,210223401,28196184,3348776,192669299.0,45770830.0,238440129.0,0.0,0.0,0.0,0.0,21959.0,3041047.0,307729.0,1888409.0,1459472.0,895.0,30.0,20544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-09
94,94,195747476,105607170,90106724,33582,213010415,28814428,3251018,195747476.0,46099387.0,241846863.0,0.0,0.0,0.0,0.0,21991.0,2933595.0,317423.0,1814399.0,1435732.0,884.0,33.0,22020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-06-10
