,state_id,Title,Total,Partial vaccinated,Fully Vaccinated,Date
15665,15,Jharkhand,39649913,23228132,16098895,2022-05-05 23:30
15666,16,Karnataka,106588119,54041348,50742399,2022-05-05 23:30
15667,17,Kerala,54244991,28387686,24281280,2022-05-05 23:30
15668,18,Ladakh,469340,236124,195369,2022-05-05 23:30
15669,19,Lakshadweep,122748,61407,57834,2022-05-05 23:30
15670,20,Madhya Pradesh,117946880,60288514,56587700,2022-05-05 23:30
15671,21,Maharashtra,165349721,90380546,72562993,2022-05-05 23:30
15672,22,Manipur,2853149,1558820,1208055,2022-05-05 23:30
15673,23,Meghalaya,2462883,1397880,1027163,2022-05-05 23:30
15674,24,Mizoram,1590869,864888,684760,2022-05-05 23:30
15675,25,Nagaland,1627412,903552,694902,2022-05-05 23:30
15676,26,Odisha,66054314,34481573,30401324,2022-05-05 23:30
15677,27,Puducherry,1691441,964911,705323,2022-05-05 23:30
15678,28,Punjab,42493118,23591836,18343603,2022-05-05 23:30
15679,29,Rajasthan,104953829,56148565,47082566,2022-05-05 23:30
15680,30,Sikkim,1153939,584386,532865,2022-05-05 23:30
15681,31,Tamil Nadu,106731908,58281360,47558065,2022-05-05 23:30
15682,32,Telangana,62820852,32099153,30016683,2022-05-05 23:30
15683,33,Tripura,5307730,2859574,2349150,2022-05-05 23:30
15684,34,Uttar Pradesh,316609259,172062500,141698429,2022-05-05 23:30
15685,35,Uttarakhand,17582929,8877627,8199289,2022-05-05 23:30
15686,36,West Bengal,138557653,72727929,63193718,2022-05-05 23:30
15687,37,Daman and Diu,600225,318514,274790,2022-05-05 23:30
15688,1,Andaman and Nicobar Islands,699486,341633,337016,2022-05-06 23:00
15689,2,Andhra Pradesh,94114743,44598370,47206292,2022-05-06 23:00
15690,3,Arunachal Pradesh,1692827,906502,755916,2022-05-06 23:00
15691,4,Assam,44897361,24037876,20454946,2022-05-06 23:00
15692,5,Bihar,129295859,70030623,58040327,2022-05-06 23:00
15693,6,Chandigarh,2151319,1171488,938020,2022-05-06 23:00
15694,7,Chhattisgarh,39154478,20605640,18054975,2022-05-06 23:00
15695,8,Dadra and Nagar Haveli,805362,457096,344031,2022-05-06 23:00
15696,9,Delhi,33687437,17990447,14848184,2022-05-06 23:00
15697,10,Goa,2740335,1429858,1267763,2022-05-06 23:00
15698,11,Gujarat,108124165,53910422,51537832,2022-05-06 23:00
15699,12,Haryana,42830121,23404097,18980363,2022-05-06 23:00
15700,13,Himachal Pradesh,12963086,6574068,6109022,2022-05-06 23:00
15701,14,Jammu and Kashmir,22760654,11279820,11087102,2022-05-06 23:00
15702,15,Jharkhand,39688645,23241469,16122532,2022-05-06 23:00
15703,16,Karnataka,106692153,54064128,50806039,2022-05-06 23:00
15704,17,Kerala,54276554,28397362,24292849,2022-05-06 23:00
15705,18,Ladakh,469553,236138,195512,2022-05-06 23:00
15706,19,Lakshadweep,122770,61408,57837,2022-05-06 23:00
15707,20,Madhya Pradesh,117978460,60291943,56612637,2022-05-06 23:00
15708,21,Maharashtra,165449713,90392569,72633943,2022-05-06 23:00
15709,22,Manipur,2855769,1559427,1209147,2022-05-06 23:00
15710,23,Meghalaya,2464980,1398844,1028099,2022-05-06 23:00
15711,24,Mizoram,1592941,865595,685840,2022-05-06 23:00
15712,25,Nagaland,1631376,904574,697759,2022-05-06 23:00
15713,26,Odisha,66116523,34491670,30445935,2022-05-06 23:00
15714,27,Puducherry,1692143,964963,705890,2022-05-06 23:00
15715,28,Punjab,42564209,23604280,18398167,2022-05-06 23:00
15716,29,Rajasthan,105067682,56170746,47165676,2022-05-06 23:00
15717,30,Sikkim,1155857,584530,534513,2022-05-06 23:00
15718,31,Tamil Nadu,106933425,58337653,47698778,2022-05-06 23:00
15719,32,Telangana,62861611,32101782,30050830,2022-05-06 23:00
15720,33,Tripura,5312172,2860765,2352018,2022-05-06 23:00
15721,34,Uttar Pradesh,317071987,172163994,142048049,2022-05-06 23:00
15722,35,Uttarakhand,17611710,8890674,8211975,2022-05-06 23:00
15723,36,West Bengal,138718931,72747298,63314250,2022-05-06 23:00
15724,37,Daman and Diu,600264,318517,274816,2022-05-06 23:00
15725,1,Andaman and Nicobar Islands,699962,341672,337232,2022-05-07 23:30
15726,2,Andhra Pradesh,94181249,44602323,47231751,2022-05-07 23:30
15727,3,Arunachal Pradesh,1693193,906590,756125,2022-05-07 23:30
15728,4,Assam,44925397,24049305,20468237,2022-05-07 23:30
15729,5,Bihar,129502336,70076583,58173958,2022-05-07 23:30
15730,6,Chandigarh,2153486,1172169,939049,2022-05-07 23:30
15731,7,Chhattisgarh,39172892,20608635,18068299,2022-05-07 23:30
15732,8,Dadra and Nagar Haveli,805809,457236,344321,2022-05-07 23:30
15733,9,Delhi,33739280,17996163,14871487,2022-05-07 23:30
15734,10,Goa,2740883,1429934,1268083,2022-05-07 23:30
15735,11,Gujarat,108167252,53916314,51568688,2022-05-07 23:30
15736,12,Haryana,42863866,23411507,18993113,2022-05-07 23:30
15737,13,Himachal Pradesh,12977079,6576108,6118736,2022-05-07 23:30
15738,14,Jammu and Kashmir,22779724,11282644,11102027,2022-05-07 23:30
15739,15,Jharkhand,39725238,23253805,16144892,2022-05-07 23:30
15740,16,Karnataka,106810761,54082596,50879473,2022-05-07 23:30
15741,17,Kerala,54316092,28414382,24309250,2022-05-07 23:30
15742,18,Ladakh,470334,236211,196102,2022-05-07 23:30
15743,19,Lakshadweep,122813,61409,57877,2022-05-07 23:30
15744,20,Madhya Pradesh,118040081,60297817,56664854,2022-05-07 23:30
15745,21,Maharashtra,165539027,90403493,72694747,2022-05-07 23:30
15746,22,Manipur,2856885,1559749,1209624,2022-05-07 23:30
15747,23,Meghalaya,2466206,1399274,1028660,2022-05-07 23:30
15748,24,Mizoram,1593039,865626,685899,2022-05-07 23:30
15749,25,Nagaland,1631923,904892,697969,2022-05-07 23:30
15750,26,Odisha,66180589,34503043,30491304,2022-05-07 23:30
15751,27,Puducherry,1693081,965142,706550,2022-05-07 23:30
15752,28,Punjab,42645438,23620957,18458220,2022-05-07 23:30
15753,29,Rajasthan,105200950,56196658,47263758,2022-05-07 23:30
15754,30,Sikkim,1156528,584637,535038,2022-05-07 23:30
15755,31,Tamil Nadu,107154677,58411433,47841767,2022-05-07 23:30
15756,32,Telangana,62903879,32105039,30083940,2022-05-07 23:30
15757,33,Tripura,5316029,2861854,2354365,2022-05-07 23:30
15758,34,Uttar Pradesh,317522582,172265625,142384199,2022-05-07 23:30
15759,35,Uttarakhand,17635509,8901228,8222053,2022-05-07 23:30
15760,36,West Bengal,138814538,72759389,63383569,2022-05-07 23:30
15761,37,Daman and Diu,600424,318530,274945,2022-05-07 23:30
15762,1,Andaman and Nicobar Islands,699965,341672,337232,2022-05-08 23:30
15763,2,Andhra Pradesh,94187610,44602870,47234830,2022-05-08 23:30
15764,3,Arunachal Pradesh,1693193,906590,756125,2022-05-08 23:30
15765,4,Assam,44927994,24050151,20469334,2022-05-08 23:30
15766,5,Bihar,129546738,70086677,58203590,2022-05-08 23:30
15767,6,Chandigarh,2154565,1172514,939628,2022-05-08 23:30
15768,7,Chhattisgarh,39176090,20609123,18070718,2022-05-08 23:30
15769,8,Dadra and Nagar Haveli,805810,457236,344322,2022-05-08 23:30
15770,9,Delhi,33745884,17996593,14872900,2022-05-08 23:30
15771,10,Goa,2740956,1429935,1268111,2022-05-08 23:30
15772,11,Gujarat,108170275,53916857,51570008,2022-05-08 23:30
15773,12,Haryana,42871705,23412439,18995040,2022-05-08 23:30
15774,13,Himachal Pradesh,12977118,6576116,6118752,2022-05-08 23:30
15775,14,Jammu and Kashmir,22784716,11282962,11106447,2022-05-08 23:30
15776,15,Jharkhand,39736791,23257045,16152617,2022-05-08 23:30
15777,16,Karnataka,106824807,54085200,50887313,2022-05-08 23:30
15778,17,Kerala,54316661,28414460,24309342,2022-05-08 23:30
15779,18,Ladakh,470334,236211,196102,2022-05-08 23:30
15780,19,Lakshadweep,122813,61409,57877,2022-05-08 23:30
15781,20,Madhya Pradesh,118048928,60298151,56673045,2022-05-08 23:30
15782,21,Maharashtra,165547266,90403941,72699198,2022-05-08 23:30
15783,22,Manipur,2857017,1559794,1209662,2022-05-08 23:30
15784,23,Meghalaya,2466212,1399275,1028662,2022-05-08 23:30
15785,24,Mizoram,1593039,865626,685899,2022-05-08 23:30
15786,25,Nagaland,1631975,904902,698002,2022-05-08 23:30
15787,26,Odisha,66205525,34506510,30509673,2022-05-08 23:30
15788,27,Puducherry,1693105,965142,706564,2022-05-08 23:30
15789,28,Punjab,42653784,23621995,18464767,2022-05-08 23:30
15790,29,Rajasthan,105259845,56207512,47307472,2022-05-08 23:30
15791,30,Sikkim,1156571,584652,535066,2022-05-08 23:30
15792,31,Tamil Nadu,108247971,58641571,48637324,2022-05-08 23:30
15793,32,Telangana,62916934,32108211,30092896,2022-05-08 23:30
15794,33,Tripura,5316331,2861878,2354629,2022-05-08 23:30
15795,34,Uttar Pradesh,317677366,172293733,142506629,2022-05-08 23:30
15796,35,Uttarakhand,17641513,8904415,8223906,2022-05-08 23:30
15797,36,West Bengal,138821423,72759849,63386136,2022-05-08 23:30
15798,37,Daman and Diu,600424,318530,274945,2022-05-08 23:30
15799,1,Andaman and Nicobar Islands,700214,341706,337335,2022-05-09 23:30
15800,2,Andhra Pradesh,94235014,44604766,47252313,2022-05-09 23:30
15801,3,Arunachal Pradesh,1694312,906888,756774,2022-05-09 23:30
15802,4,Assam,44974898,24070889,20491436,2022-05-09 23:30
15803,5,Bihar,129665747,70115436,58278650,2022-05-09 23:30
15804,6,Chandigarh,2155722,1172781,940225,2022-05-09 23:30
15805,7,Chhattisgarh,39197974,20612798,18087257,2022-05-09 23:30
15806,8,Dadra and Nagar Haveli,806124,457329,344520,2022-05-09 23:30
15807,9,Delhi,33779555,18000082,14887103,2022-05-09 23:30
15808,10,Goa,2742082,1430100,1268905,2022-05-09 23:30
15809,11,Gujarat,108211367,53919981,51600971,2022-05-09 23:30
15810,12,Haryana,42904288,23419893,19009108,2022-05-09 23:30
15811,13,Himachal Pradesh,12987289,6577811,6124978,2022-05-09 23:30
15812,14,Jammu and Kashmir,22804077,11284779,11122510,2022-05-09 23:30
15813,15,Jharkhand,39764992,23266723,16169723,2022-05-09 23:30
15814,16,Karnataka,106911684,54097322,50946331,2022-05-09 23:30
15815,17,Kerala,54349447,28421574,24320800,2022-05-09 23:30
15816,18,Ladakh,471285,236369,196833,2022-05-09 23:30
15817,19,Lakshadweep,122815,61409,57878,2022-05-09 23:30
15818,20,Madhya Pradesh,118096289,60302800,56712711,2022-05-09 23:30
15819,21,Maharashtra,165633042,90413616,72760713,2022-05-09 23:30
15820,22,Manipur,2860393,1560910,1210824,2022-05-09 23:30
15821,23,Meghalaya,2468182,1400294,1029418,2022-05-09 23:30
15822,24,Mizoram,1594534,866096,686765,2022-05-09 23:30
15823,25,Nagaland,1634354,905449,699666,2022-05-09 23:30
15824,26,Odisha,66267359,34516956,30553821,2022-05-09 23:30
15825,27,Puducherry,1693778,965197,707012,2022-05-09 23:30
15826,28,Punjab,42719867,23632820,18516456,2022-05-09 23:30
15827,29,Rajasthan,105342752,56223999,47367800,2022-05-09 23:30
15828,30,Sikkim,1158213,584879,536322,2022-05-09 23:30
15829,31,Tamil Nadu,108452673,58677832,48796796,2022-05-09 23:30
15830,32,Telangana,62955137,32112663,30123296,2022-05-09 23:30
15831,33,Tripura,5316890,2861966,2355068,2022-05-09 23:30
15832,34,Uttar Pradesh,318039266,172370678,142783439,2022-05-09 23:30
15833,35,Uttarakhand,17663910,8914971,8232235,2022-05-09 23:30
15834,36,West Bengal,138862027,72764513,63414331,2022-05-09 23:30
15835,37,Daman and Diu,600495,318536,274984,2022-05-09 23:30
15836,1,Andaman and Nicobar Islands,700684,341746,337457,2022-05-10 23:30
15837,2,Andhra Pradesh,94288895,44606473,47270545,2022-05-10 23:30
15838,3,Arunachal Pradesh,1695232,907066,757288,2022-05-10 23:30
15839,4,Assam,45018759,24090427,20512068,2022-05-10 23:30
15840,5,Bihar,129770357,70140627,58344816,2022-05-10 23:30
15841,6,Chandigarh,2157080,1173089,940994,2022-05-10 23:30
15842,7,Chhattisgarh,39213129,20615287,18098578,2022-05-10 23:30
15843,8,Dadra and Nagar Haveli,806292,457369,344616,2022-05-10 23:30
15844,9,Delhi,33810914,18003115,14900373,2022-05-10 23:30
15845,10,Goa,2743544,1430285,1269881,2022-05-10 23:30
15846,11,Gujarat,108255875,53924003,51633553,2022-05-10 23:30
15847,12,Haryana,42944271,23429402,19026672,2022-05-10 23:30
15848,13,Himachal Pradesh,12996073,6579177,6130484,2022-05-10 23:30
15849,14,Jammu and Kashmir,22825612,11286308,11141276,2022-05-10 23:30
15850,15,Jharkhand,39796306,23275684,16190420,2022-05-10 23:30
15851,16,Karnataka,106989815,54107123,51000234,2022-05-10 23:30
15852,17,Kerala,54395203,28437306,24337174,2022-05-10 23:30
15853,18,Ladakh,471811,236458,197186,2022-05-10 23:30
15854,19,Lakshadweep,122842,61410,57883,2022-05-10 23:30
15855,20,Madhya Pradesh,118125028,60305228,56736693,2022-05-10 23:30
15856,21,Maharashtra,165712915,90421685,72819384,2022-05-10 23:30
15857,22,Manipur,2862176,1561222,1211792,2022-05-10 23:30
15858,23,Meghalaya,2470318,1401162,1030482,2022-05-10 23:30
15859,24,Mizoram,1597166,867380,687890,2022-05-10 23:30
15860,25,Nagaland,1636130,905780,700837,2022-05-10 23:30
15861,26,Odisha,66330878,34527860,30599282,2022-05-10 23:30
15862,27,Puducherry,1694345,965276,707404,2022-05-10 23:30
15863,28,Punjab,42796565,23648311,18573929,2022-05-10 23:30
15864,29,Rajasthan,105436039,56241100,47437345,2022-05-10 23:30
15865,30,Sikkim,1160013,585155,537795,2022-05-10 23:30
15866,31,Tamil Nadu,108606022,58715961,48907540,2022-05-10 23:30
15867,32,Telangana,62990788,32115419,30152763,2022-05-10 23:30
15868,33,Tripura,5321763,2862881,2358560,2022-05-10 23:30
15869,34,Uttar Pradesh,318490764,172465881,143130256,2022-05-10 23:30
15870,35,Uttarakhand,17687722,8925192,8241862,2022-05-10 23:30
15871,36,West Bengal,139017124,72782033,63536715,2022-05-10 23:30
15872,37,Daman and Diu,600587,318552,275039,2022-05-10 23:30
15873,1,Andaman and Nicobar Islands,701186,341796,337696,2022-05-11 23:30
15874,2,Andhra Pradesh,94328794,44608316,47283035,2022-05-11 23:30
15875,3,Arunachal Pradesh,1696092,907260,757777,2022-05-11 23:30
15876,4,Assam,45034251,24095061,20520080,2022-05-11 23:30
15877,5,Bihar,129992005,70189142,58491863,2022-05-11 23:30
15878,6,Chandigarh,2157979,1173282,941485,2022-05-11 23:30
15879,7,Chhattisgarh,39241749,20619731,18120542,2022-05-11 23:30
15880,8,Dadra and Nagar Haveli,806444,457398,344711,2022-05-11 23:30
15881,9,Delhi,33829065,18005333,14907890,2022-05-11 23:30
15882,10,Goa,2744392,1430388,1270387,2022-05-11 23:30
15883,11,Gujarat,108292672,53926762,51661808,2022-05-11 23:30
15884,12,Haryana,42967449,23433722,19036399,2022-05-11 23:30
15885,13,Himachal Pradesh,13005085,6580782,6135542,2022-05-11 23:30
15886,14,Jammu and Kashmir,22841813,11287877,11154867,2022-05-11 23:30
15887,15,Jharkhand,39826130,23286699,16207789,2022-05-11 23:30
15888,16,Karnataka,107085168,54118541,51067883,2022-05-11 23:30
15889,17,Kerala,54401356,28439339,24339046,2022-05-11 23:30
15890,18,Ladakh,472393,236634,197491,2022-05-11 23:30
15891,19,Lakshadweep,122928,61412,57885,2022-05-11 23:30
15892,20,Madhya Pradesh,118176211,60310405,56779919,2022-05-11 23:30
15893,21,Maharashtra,165795440,90429826,72881665,2022-05-11 23:30
15894,22,Manipur,2864705,1561941,1213025,2022-05-11 23:30
15895,23,Meghalaya,2471888,1401689,1031311,2022-05-11 23:30
15896,24,Mizoram,1600093,868298,689606,2022-05-11 23:30
15897,25,Nagaland,1637893,906113,702096,2022-05-11 23:30
15898,26,Odisha,66388897,34538169,30641106,2022-05-11 23:30
15899,27,Puducherry,1695204,965338,708086,2022-05-11 23:30
15900,28,Punjab,42879068,23677607,18624048,2022-05-11 23:30
15901,29,Rajasthan,105507831,56253141,47492208,2022-05-11 23:30
15902,30,Sikkim,1160729,585269,538284,2022-05-11 23:30
15903,31,Tamil Nadu,108747941,58753969,49007410,2022-05-11 23:30
15904,32,Telangana,63016107,32117792,30173027,2022-05-11 23:30
15905,33,Tripura,5326146,2864101,2361401,2022-05-11 23:30
15906,34,Uttar Pradesh,318929952,172555784,143470763,2022-05-11 23:30
15907,35,Uttarakhand,17704448,8931794,8248716,2022-05-11 23:30
15908,36,West Bengal,139135213,72795334,63628045,2022-05-11 23:30
15909,37,Daman and Diu,600650,318562,275068,2022-05-11 23:30
15910,1,Andaman and Nicobar Islands,701390,341813,337814,2022-05-12 23:30
15911,2,Andhra Pradesh,94371880,44609031,47296213,2022-05-12 23:30
15912,3,Arunachal Pradesh,1696580,907380,758035,2022-05-12 23:30
15913,4,Assam,45052475,24103453,20528220,2022-05-12 23:30
15914,5,Bihar,130129163,70224051,58573058,2022-05-12 23:30
15915,6,Chandigarh,2158800,1173447,941940,2022-05-12 23:30
15916,7,Chhattisgarh,39267776,20624138,18139967,2022-05-12 23:30
15917,8,Dadra and Nagar Haveli,806541,457411,344764,2022-05-12 23:30
15918,9,Delhi,33855087,18007973,14918550,2022-05-12 23:30
15919,10,Goa,2746178,1430597,1271252,2022-05-12 23:30
15920,11,Gujarat,108325622,53928975,51687797,2022-05-12 23:30
15921,12,Haryana,43007704,23444245,19052765,2022-05-12 23:30
15922,13,Himachal Pradesh,13013101,6581881,6140199,2022-05-12 23:30
15923,14,Jammu and Kashmir,22858073,11289184,11168452,2022-05-12 23:30
15924,15,Jharkhand,39852512,23295277,16224132,2022-05-12 23:30
15925,16,Karnataka,107142545,54123828,51110054,2022-05-12 23:30
15926,17,Kerala,54441272,28456468,24352905,2022-05-12 23:30
15927,18,Ladakh,472779,236664,197745,2022-05-12 23:30
15928,19,Lakshadweep,122949,61415,57891,2022-05-12 23:30
15929,20,Madhya Pradesh,118221260,60314678,56817003,2022-05-12 23:30
15930,21,Maharashtra,165868843,90437711,72935762,2022-05-12 23:30
15931,22,Manipur,2866455,1562479,1213909,2022-05-12 23:30
15932,23,Meghalaya,2474069,1402942,1032049,2022-05-12 23:30
15933,24,Mizoram,1603897,869370,691478,2022-05-12 23:30
15934,25,Nagaland,1639819,906461,703529,2022-05-12 23:30
15935,26,Odisha,66449433,34549715,30683871,2022-05-12 23:30
15936,27,Puducherry,1695780,965403,708456,2022-05-12 23:30
15937,28,Punjab,42963164,23703828,18678372,2022-05-12 23:30
15938,29,Rajasthan,105564194,56262676,47534605,2022-05-12 23:30
15939,30,Sikkim,1161359,585349,538666,2022-05-12 23:30
15940,31,Tamil Nadu,108902262,58795194,49116406,2022-05-12 23:30
15941,32,Telangana,63040659,32119965,30192664,2022-05-12 23:30
15942,33,Tripura,5334229,2866266,2366803,2022-05-12 23:30
15943,34,Uttar Pradesh,319392631,172657627,143821174,2022-05-12 23:30
15944,35,Uttarakhand,17725353,8941467,8257089,2022-05-12 23:30
15945,36,West Bengal,139209054,72803475,63682107,2022-05-12 23:30
15946,37,Daman and Diu,600702,318573,275090,2022-05-12 23:30
15947,1,Andaman and Nicobar Islands,701672,341834,337886,2022-05-13 23:30
15948,2,Andhra Pradesh,94423426,44609900,47308838,2022-05-13 23:30
15949,3,Arunachal Pradesh,1697306,907546,758360,2022-05-13 23:30
15950,4,Assam,45081167,24116412,20541485,2022-05-13 23:30
15951,5,Bihar,130243805,70250669,58641892,2022-05-13 23:30
15952,6,Chandigarh,2159809,1173641,942510,2022-05-13 23:30
15953,7,Chhattisgarh,39281727,20626679,18149732,2022-05-13 23:30
15954,8,Dadra and Nagar Haveli,806692,457438,344843,2022-05-13 23:30
15955,9,Delhi,33871830,18009457,14924500,2022-05-13 23:30
15956,10,Goa,2746914,1430717,1271709,2022-05-13 23:30
15957,11,Gujarat,108357406,53931255,51711446,2022-05-13 23:30
15958,12,Haryana,43045860,23453939,19068258,2022-05-13 23:30
15959,13,Himachal Pradesh,13020770,6583166,6144283,2022-05-13 23:30
15960,14,Jammu and Kashmir,22880206,11290441,11187923,2022-05-13 23:30
15961,15,Jharkhand,39880241,23305397,16240273,2022-05-13 23:30
15962,16,Karnataka,107208988,54129582,51158305,2022-05-13 23:30
15963,17,Kerala,54479979,28470965,24366069,2022-05-13 23:30
15964,18,Ladakh,473155,236697,197950,2022-05-13 23:30
15965,19,Lakshadweep,122976,61419,57892,2022-05-13 23:30
15966,20,Madhya Pradesh,118248234,60317236,56838252,2022-05-13 23:30
15967,21,Maharashtra,165935740,90444792,72982679,2022-05-13 23:30
15968,22,Manipur,2868722,1562831,1215215,2022-05-13 23:30
15969,23,Meghalaya,2475280,1403641,1032409,2022-05-13 23:30
15970,24,Mizoram,1607144,870373,693179,2022-05-13 23:30
15971,25,Nagaland,1641592,906914,704684,2022-05-13 23:30
15972,26,Odisha,66506476,34560086,30723962,2022-05-13 23:30
15973,27,Puducherry,1696697,965466,709237,2022-05-13 23:30
15974,28,Punjab,43044343,23724290,18735289,2022-05-13 23:30
15975,29,Rajasthan,105647353,56276653,47596607,2022-05-13 23:30
15976,30,Sikkim,1162006,585431,539167,2022-05-13 23:30
15977,31,Tamil Nadu,109047740,58834196,49218218,2022-05-13 23:30
15978,32,Telangana,63065555,32122126,30212402,2022-05-13 23:30
15979,33,Tripura,5336093,2866654,2368152,2022-05-13 23:30
15980,34,Uttar Pradesh,319935478,172791983,144216936,2022-05-13 23:30
15981,35,Uttarakhand,17745131,8950882,8264566,2022-05-13 23:30
15982,36,West Bengal,139338264,72818317,63779891,2022-05-13 23:30
15983,37,Daman and Diu,600754,318590,275113,2022-05-13 23:30
15984,1,Andaman and Nicobar Islands,702227,341895,338141,2022-05-14 23:30
15985,2,Andhra Pradesh,94520444,44610528,47316657,2022-05-14 23:30
15986,3,Arunachal Pradesh,1697737,907632,758571,2022-05-14 23:30
15987,4,Assam,45102245,24124740,20551547,2022-05-14 23:30
15988,5,Bihar,130530738,70312888,58823694,2022-05-14 23:30
15989,6,Chandigarh,2161528,1173913,943556,2022-05-14 23:30
15990,7,Chhattisgarh,39294040,20628796,18158245,2022-05-14 23:30
15991,8,Dadra and Nagar Haveli,806799,457447,344915,2022-05-14 23:30
15992,9,Delhi,33912832,18013592,14940318,2022-05-14 23:30
15993,10,Goa,2747333,1430768,1271889,2022-05-14 23:30
15994,11,Gujarat,108379326,53932692,51725063,2022-05-14 23:30
15995,12,Haryana,43074621,23458488,19078447,2022-05-14 23:30
15996,13,Himachal Pradesh,13022880,6583301,6145035,2022-05-14 23:30
15997,14,Jammu and Kashmir,22899220,11291637,11204139,2022-05-14 23:30
15998,15,Jharkhand,39898594,23311886,16250777,2022-05-14 23:30
15999,16,Karnataka,107253473,54133735,51186060,2022-05-14 23:30
16000,17,Kerala,54511280,28490673,24374670,2022-05-14 23:30
16001,18,Ladakh,473426,236715,198029,2022-05-14 23:30
16002,19,Lakshadweep,123003,61422,57913,2022-05-14 23:30
16003,20,Madhya Pradesh,118290117,60321166,56871639,2022-05-14 23:30
16004,21,Maharashtra,166001798,90451965,73024689,2022-05-14 23:30
16005,22,Manipur,2869627,1562957,1215891,2022-05-14 23:30
16006,23,Meghalaya,2476112,1403979,1032807,2022-05-14 23:30
16007,24,Mizoram,1607346,870442,693272,2022-05-14 23:30
16008,25,Nagaland,1641941,907061,704842,2022-05-14 23:30
16009,26,Odisha,66563174,34570710,30762177,2022-05-14 23:30
16010,27,Puducherry,1697410,965572,709761,2022-05-14 23:30
16011,28,Punjab,43104562,23734207,18781740,2022-05-14 23:30
16012,29,Rajasthan,105713936,56286711,47646411,2022-05-14 23:30
16013,30,Sikkim,1162010,585431,539167,2022-05-14 23:30
16014,31,Tamil Nadu,109193084,58862706,49328903,2022-05-14 23:30
16015,32,Telangana,63092622,32124108,30233202,2022-05-14 23:30
16016,33,Tripura,5342490,2868225,2372533,2022-05-14 23:30
16017,34,Uttar Pradesh,320455288,172905155,144608470,2022-05-14 23:30
16018,35,Uttarakhand,17761875,8957467,8271391,2022-05-14 23:30
16019,36,West Bengal,139406066,72825444,63829056,2022-05-14 23:30
16020,37,Daman and Diu,600818,318602,275149,2022-05-14 23:30
16021,1,Andaman and Nicobar Islands,702330,341940,338142,2022-05-15 23:30
16022,2,Andhra Pradesh,94547425,44610619,47319494,2022-05-15 23:30
16023,3,Arunachal Pradesh,1697740,907633,758571,2022-05-15 23:30
16024,4,Assam,45104264,24125185,20552316,2022-05-15 23:30
16025,5,Bihar,130580959,70323933,58853806,2022-05-15 23:30
16026,6,Chandigarh,2162062,1174007,943891,2022-05-15 23:30
16027,7,Chhattisgarh,39296711,20629398,18160009,2022-05-15 23:30
16028,8,Dadra and Nagar Haveli,806806,457448,344917,2022-05-15 23:30
16029,9,Delhi,33918549,18014054,14941904,2022-05-15 23:30
16030,10,Goa,2747374,1430770,1271890,2022-05-15 23:30
16031,11,Gujarat,108382156,53932804,51726026,2022-05-15 23:30
16032,12,Haryana,43081217,23459079,19080463,2022-05-15 23:30
16033,13,Himachal Pradesh,13022881,6583301,6145035,2022-05-15 23:30
16034,14,Jammu and Kashmir,22905212,11291687,11209747,2022-05-15 23:30
16035,15,Jharkhand,39905379,23313709,16254947,2022-05-15 23:30
16036,16,Karnataka,107265453,54134530,51193405,2022-05-15 23:30
16037,17,Kerala,54511789,28490698,24374739,2022-05-15 23:30
16038,18,Ladakh,473427,236715,198029,2022-05-15 23:30
16039,19,Lakshadweep,123005,61423,57914,2022-05-15 23:30
16040,20,Madhya Pradesh,118294765,60322113,56875022,2022-05-15 23:30
16041,21,Maharashtra,166012404,90452911,73030659,2022-05-15 23:30
16042,22,Manipur,2870512,1563601,1216099,2022-05-15 23:30
16043,23,Meghalaya,2476116,1403983,1032807,2022-05-15 23:30
16044,24,Mizoram,1607346,870442,693272,2022-05-15 23:30
16045,25,Nagaland,1642057,907079,704898,2022-05-15 23:30
16046,26,Odisha,66587420,34574136,30778920,2022-05-15 23:30
16047,27,Puducherry,1697432,965576,709774,2022-05-15 23:30
16048,28,Punjab,43112182,23735176,18787686,2022-05-15 23:30
16049,29,Rajasthan,105732161,56289396,47660095,2022-05-15 23:30
16050,30,Sikkim,1162018,585431,539173,2022-05-15 23:30
16051,31,Tamil Nadu,109228144,58868932,49356294,2022-05-15 23:30
16052,32,Telangana,63103021,32124401,30242298,2022-05-15 23:30
16053,33,Tripura,5342854,2868257,2372864,2022-05-15 23:30
16054,34,Uttar Pradesh,320650480,172946733,144755043,2022-05-15 23:30
16055,35,Uttarakhand,17765572,8958303,8273272,2022-05-15 23:30
16056,36,West Bengal,139414577,72825814,63834048,2022-05-15 23:30
16057,37,Daman and Diu,600818,318602,275149,2022-05-15 23:30
16058,1,Andaman and Nicobar Islands,702331,341940,338142,2022-05-16 23:30
16059,2,Andhra Pradesh,94652509,44612167,47332485,2022-05-16 23:30
16060,3,Arunachal Pradesh,1697968,907720,758668,2022-05-16 23:30
16061,4,Assam,45112832,24126774,20556829,2022-05-16 23:30
16062,5,Bihar,130682751,70345105,58913904,2022-05-16 23:30
16063,6,Chandigarh,2162921,1174229,944366,2022-05-16 23:30
16064,7,Chhattisgarh,39304755,20630839,18165419,2022-05-16 23:30
16065,8,Dadra and Nagar Haveli,806955,457470,345026,2022-05-16 23:30
16066,9,Delhi,33922859,18014302,14942781,2022-05-16 23:30
16067,10,Goa,2747903,1430833,1272076,2022-05-16 23:30
16068,11,Gujarat,108411420,53934482,51746303,2022-05-16 23:30
